sku,category,unit_price
APPJAC59BD0363635C0,Appliances,134.8
APPJAC59BD0366B28E7,Appliances,122.5
APPJAC59BD036CBB653,Appliances,139.8
APPJAC59BD03769B132,Appliances,115.0
APPJAC59BD037CB183E,Appliances,165.0
APPJAC59CA06B0E3AAC,Appliances,769.9
APPJAC59E8B1FDF2015,Appliances,423.9
APPJAC59E8B202143D9,Appliances,164.9
APPJAC59E8B20585DEC,Appliances,207.4
APPJAC59E8B2088322B,Appliances,263.6
APPJAC59E8B20B95F70,Appliances,119.9
APPJAC59E8B20EB02B5,Appliances,266.0
APPJAC59E8B211B3349,Appliances,180.9
APPJAC59EF4D07382D0,Appliances,79.9
APPJAC59EF4D0A452A0,Appliances,659.9
APPJAC59EF4D1380BEB,Appliances,207.9
APPJAC59EF4D1687108,Appliances,300.6
APPJAC59EF4D19900A0,Appliances,400.0
APPJAC59EF4D1CA22E9,Appliances,539.3
APPJAC59EF4D1FBD3F1,Appliances,120.0
APPJAC59EF4D22D62C2,Appliances,119.6
APPJAC59EF4D25DB6B5,Appliances,119.6
APPJAC59EF4D28E4825,Appliances,128.5
APPJAC59EF4D2C22A1E,Appliances,339.9
APPJAC59EF4D2F3360C,Appliances,409.9
APPJAC59EF4D325415C,Appliances,699.9
APPJAC59EF4D35801D5,Appliances,750.0
APPJAC59EF4D38A6E40,Appliances,589.9
APPJAC59EF4D3BCF1DA,Appliances,294.9
APPJAC59EF4D3EF06BA,Appliances,284.9
APPJAC59EF4D4205E98,Appliances,859.6
APPJAC59EF4D4514F5D,Appliances,433.5
APPJAC59EF4D4B66A17,Appliances,649.9
APPJAC59EF4D5AB8124,Appliances,117.4
APPJAC59EF4D5DB44FE,Appliances,200.0
APPJAC59EF4D60CDA39,Appliances,585.1
APPJAC59EF4D640AC4D,Appliances,79.9
APPJAC59EF4D731C638,Appliances,164.9
APPJAC59EF4D7616E15,Appliances,119.9
APPJAC59EF4D7928BF3,Appliances,303.4
APPJAC59EF4D7F60824,Appliances,199.9
APPJAC59EF4D828C7A1,Appliances,196.6
APPJAC59EF4D88DB9E9,Appliances,229.9
APPJAC5A03007BE7A8D,Appliances,191.0
APPJAC5A03007CD7F6E,Appliances,101.1
APPJAC5A03007DCFB9B,Appliances,281.9
APPJAC5A03007E8EAFA,Appliances,459.9
APPJAC5A0302E6D2448,Appliances,106.3
APPJAC5A0965DD67A6B,Appliances,730.0
APPJAC5A0965E02A3DD,Appliances,477.5
APPJAC5A0965E1E97F5,Appliances,559.9
APPJAC5A0965E32616A,Appliances,191.0
APPJAC5A0965E417459,Appliances,789.5
APPJAC5A09669FA729F,Appliances,115.0
APPJAC5A0966A271173,Appliances,106.3
APPJAC5A2A2B5561B2E,Appliances,2200.0
APPJAC5A46140333524,Appliances,1263.2
APPJAC5A4614469ED6D,Appliances,657.9
APPJAC5AB2018B63E73,Appliances,658.0
APPJAC5ACE094B987A6,Appliances,96.8
APPJAC5ACF42EA3A6F9,Appliances,57.0
APPJAC5B16488E41173,Appliances,140.2
APPJAC5B605F58242CF,Appliances,44.2
APPJAM5A27CED28C8D7,Appliances,183.7
APPJAM5A27CF0EE740E,Appliances,224.7
APPJAM5ABDDFFDA8402,Appliances,160.0
APPJAP5A900F6FB7588,Appliances,740.0
APPJAP5A900F7024F15,Appliances,740.0
APPJAS5A900DF6311F0,Appliances,2650.0
APPJAS5A900DF81B0E0,Appliances,8550.0
APPJAS5A900DF8DF608,Appliances,2100.0
APPJAS5AA38BA0437E3,Appliances,2750.0
APPJAS5AA3903E78E9B,Appliances,4899.9
APPJAS5AA392595F6ED,Appliances,5270.0
APPJPI5AC52D5E6C838,Appliances,3.2
APPKAR59FDE0582100B,Appliances,1169.9
APPKEN59AC41433EB66,Appliances,370.0
APPKEN59AC7E79BF6E9,Appliances,470.0
APPKEN59AC976858052,Appliances,900.0
APPKEN59ACA4549F9B1,Appliances,600.0
APPKEN59AD7E1123228,Appliances,1795.5
APPKEN59AD9BA6455E5,Appliances,905.2
APPKEN59CA06F95BE46,Appliances,4049.9
APPKEN59CA072F639CD,Appliances,1549.8
APPKEN59CA0732AFA06,Appliances,1529.0
APPKEN59CA0750EBB29,Appliances,1529.8
APPKEN59CA0753F2571,Appliances,930.0
APPKEN59CA07631B0B1,Appliances,4894.7
APPKEN59CA076612B14,Appliances,4529.8
APPKEN59D51F53D31B7,Appliances,238.3
APPKEN59DB8695DFD75,Appliances,400.0
APPKEN59DB86B31D8EF,Appliances,2490.0
APPKEN59DB86F759D02,Appliances,3000.0
APPKEN59DFA532784C6,Appliances,889.5
APPKEN59E0BC592F3A5,Appliances,873.7
APPKEN59E0CB922E2AD,Appliances,185.0
APPKEN59E77C4484600,Appliances,1144.5
APPKEN59E7B3EEAACCC,Appliances,655.0
APPKEN59E7B3F1C756D,Appliances,472.0
APPKEN59E7B40AE747E,Appliances,616.5
APPKEN59E7B4174D6E6,Appliances,2150.0
APPKEN59E7D8359E93C,Appliances,169.8
APPKEN59E805FB0B8A9,Appliances,530.5
APPKEN59F33FBFC1809,Appliances,947.4
APPKEN59F33FC2ACBDC,Appliances,1449.9
APPKEN59F6F06E4DA73,Appliances,4020.0
APPKEN59F6F07C6DBBD,Appliances,4999.9
APPKEN59F8AEE96CA86,Appliances,1375.0
APPKEN59FAD9EBBA130,Appliances,1499.9
APPKEN59FAD9FE4C71E,Appliances,744.0
APPKEN59FADA6020ABE,Appliances,475.0
APPKEN59FADA62B44AF,Appliances,655.0
APPKEN59FADA633D514,Appliances,597.0
APPKEN59FADAACCBA93,Appliances,924.0
APPKEN59FADAD454A94,Appliances,593.1
APPKEN59FADAE640400,Appliances,338.5
APPKEN5A001C3C35239,Appliances,347.0
APPKEN5A001C3CB87BF,Appliances,455.0
APPKEN5A00406C120A9,Appliances,1479.4
APPKEN5A00406C750D0,Appliances,3400.0
APPKEN5A00406D3AAB7,Appliances,1149.9
APPKEN5A0040798B3CE,Appliances,1568.0
APPKEN5A0041E51E4C3,Appliances,3745.0
APPKEN5A0041E5C6CF0,Appliances,9529.7
APPKEN5A0041E856382,Appliances,4510.0
APPKEN5A0041E8B0CA7,Appliances,5580.0
APPKEN5A0068A913E5B,Appliances,346.5
APPKEN5A0068A974975,Appliances,346.5
APPKEN5A00699C07E50,Appliances,580.0
APPKEN5A00699D15842,Appliances,400.0
APPKEN5A00699D67A2D,Appliances,497.5
APPKEN5A00699F7DCE1,Appliances,310.0
APPKEN5A0069A116EB3,Appliances,714.5
APPKEN5A0069A34CB99,Appliances,505.1
APPKEN5A0152E6543DA,Appliances,1629.9
APPKEN5A0152E83C528,Appliances,1550.0
APPKEN5A02CB0EC29C0,Appliances,1599.9
APPKEN5A04373FBF7A9,Appliances,499.9
APPKEN5A0437412D3F0,Appliances,474.9
APPKEN5A04391F2C06F,Appliances,335.0
APPKEN5A0CAE9FB0647,Appliances,4279.9
APPKEN5A0CAEA07AAA9,Appliances,5450.0
APPKEN5A0D50F029F03,Appliances,3559.9
APPKEN5A2A33B843103,Appliances,5631.5
APPKEN5A2A33B9DA63A,Appliances,4631.5
APPKEN5A436A0D91E36,Appliances,500.0
APPKEN5A436A0FB87DB,Appliances,800.0
APPKEN5A4B2DB3787B5,Appliances,600.0
APPKEN5A5745D794FAA,Appliances,1559.9
APPKEN5A5745D8EECF6,Appliances,4499.0
APPKEN5A5745DA34600,Appliances,5579.0
APPKEN5A617F0866C4B,Appliances,5463.5
APPKEN5A617F0AB839F,Appliances,1559.5
APPKEN5A617F0B4915C,Appliances,3779.5
APPKEN5A617F0BDFE6E,Appliances,4727.0
APPKEN5A617F0D4F651,Appliances,6200.5
APPKEN5A6EBAA101F5F,Appliances,519.9
APPKEN5A6EBAA301D1F,Appliances,599.7
APPKEN5A6EBAA55BECE,Appliances,699.9
APPKEN5A6EBAB8B3E19,Appliances,309.9
APPKEN5A7C191D84D3C,Appliances,5473.7
APPKEN5A7C22929B6DE,Appliances,5578.9
APPKEN5A7DD400401C3,Appliances,4950.0
APPKEN5A7DD525A5143,Appliances,4950.0
APPKEN5A7DD62B20E53,Appliances,6105.0
APPKEN5A800B59EC067,Appliances,1578.9
APPKEN5A816E44A5EBF,Appliances,5399.9
APPKEN5A81707BA0901,Appliances,1569.9
APPKEN5A817CCFA7D37,Appliances,8947.2
APPKEN5A829ABC539F7,Appliances,4316.0
APPKEN5A82D737616E8,Appliances,947.2
APPKEN5A853E673D776,Appliances,5473.7
APPKEN5A8AA0B027198,Appliances,4250.0
APPKEN5A8FFD72942B0,Appliances,1629.9
APPKEN5A9412CAF3114,Appliances,1557.9
APPKEN5A9421DE0A86C,Appliances,7089.4
APPKEN5AA53EF699F60,Appliances,3899.8
APPKEN5AA541DE32F2D,Appliances,4950.0
APPKEN5AAD065B3B6C8,Appliances,5399.0
APPKEN5AAF9360F3169,Appliances,4100.0
APPKEN5AAF9DC99E979,Appliances,5157.9
APPKEN5AAFBB264378A,Appliances,988.0
APPKEN5AC4866615BC1,Appliances,5053.0
APPKEN5AC4878B6682C,Appliances,6105.2
APPKEN5ACE096B89971,Appliances,705.5
APPKEN5ACE096D625F7,Appliances,381.2
APPKEN5ACF2CD633413,Appliances,198.0
APPKEN5AD50F99A6F4A,Appliances,5031.6
APPKEN5AD51283959B5,Appliances,8299.9
APPKEN5AE58BCC79F64,Appliances,4629.8
APPKEN5AE5BAFE6600E,Appliances,947.3
APPKEN5AF07F80621A0,Appliances,8400.0
APPKEN5AF0814CD13DA,Appliances,6315.0
APPKEN5B0672B79B374,Appliances,6105.4
APPKEN5B06823E8C6A4,Appliances,5115.9
APPKEN5B18C930F0C14,Appliances,6999.9
APPKEN5B1A11E65ADE7,Appliances,1620.0
APPKEN5B1F78C124717,Appliances,1599.8
APPKEN5B1F8032A3C4F,Appliances,3399.9
APPKEN5B1F81474548F,Appliances,3749.9
APPKEN5B1F82620B224,Appliances,4269.9
APPKEN5B20B8FCA485F,Appliances,2479.5
APPKEN5B6066E1869B7,Appliances,3135.0
APPKIN5A900F710C2C9,Appliances,780.0
APPKIN5A900F72012B7,Appliances,730.0
APPKLI5AAF2E30DD0C9,Appliances,105.0
APPKLI5B0AEECE25717,Appliances,160.0
APPKOM5A900E6591947,Appliances,675.0
APPLAM5AF9E0E948757,Appliances,79.9
APPLAN5A900F18EE3F8,Appliances,3850.0
APPLDN5A992C91B6D5B,Appliances,125.0
APPLET5A813DCD5CA4E,Appliances,73.9
APPLET5A813DCEB568F,Appliances,49.7
APPLET5A813DD186795,Appliances,50.5
APPLEV5ABDDE3025324,Appliances,299.0
APPLEV5ABDE269B325E,Appliances,469.9
APPLG59CA06F23B740,Appliances,8499.9
APPLG5A546DC6D97B9,Appliances,7438.8
APPLG5B20C161716CE,Appliances,2958.2
APPLIF5A0000F030ADF,Appliances,55.5
APPLIF5A000100203F5,Appliances,383.5
APPLIF5A000109E89CB,Appliances,85.0
APPLIF5A00010A45D06,Appliances,154.0
APPLIF5A0C620041407,Appliances,2979.9
APPLIO59BA25191179A,Appliances,199.9
APPLIO5B606C25A21BB,Appliances,72.1
APPLIV5ACF0A21D0B02,Appliances,67.9
APPLIV5ACF283948898,Appliances,67.9
APPLIV5B4DACDADEA2C,Appliances,17.5
APPLON5A6805D9EA480,Appliances,3894.7
APPLON5ACB199A568BC,Appliances,4699.0
APPMAG5A0C4BA607C4B,Appliances,520.0
APPMAN59BD03958166A,Appliances,72.2
APPMAN5AFD51560FC56,Appliances,112.0
APPMAN5AFE8746E6CC1,Appliances,79.8
APPMAR5A8B084771DBF,Appliances,330.0
APPMAS5A0AC52CEDABC,Appliances,1187.0
APPMAU5B19771A417E5,Appliances,59.9
APPMAU5B1B21C92FD5F,Appliances,149.8
APPMAX5B5970EA4DA70,Appliances,118.0
APPMD5A86E3ECC6DCF,Appliances,99.9
APPMEH5AE43F0AC1EEA,Appliances,279.0
APPMEH5AE6FBC9B7A85,Appliances,330.0
APPMEH5AE718858461D,Appliances,484.2
APPMEH5AE7196D3688C,Appliances,484.2
APPMI5A995EB66CE9F,Appliances,139.5
APPMID59DF1C5227624,Appliances,1219.8
APPMID59DF1C67CF9E2,Appliances,1229.9
APPMID59DF1C897F7B7,Appliances,1229.9
APPMID5AB7676452268,Appliances,1790.0
APPMID5AB768DD02FFC,Appliances,1730.8
APPMIL5A5ED09E78168,Appliances,39.0
APPMIL5ABF6306AEC24,Appliances,38.9
APPMIL5ACBD255079FA,Appliances,97.9
APPMIL5AFA79C50B28A,Appliances,369.5
APPMIN59C3563E8B8F2,Appliances,7948.0
APPMIT5A0155CD74801,Appliances,8421.0
APPMOC59FADAB4B5F79,Appliances,1388.5
APPMOE5A9CE078D9283,Appliances,1100.0
APPMOR5A7AF29CD448A,Appliances,399.9
APPMOR5A7C0C3C5277B,Appliances,875.0
APPMOR5A7C1CFEA0930,Appliances,525.0
APPMOS5A0C6FF2262D3,Appliances,244.7
APPMOT5A8AA1E0776DD,Appliances,45.48
APPMOU59AC88B6172CC,Appliances,310.0
APPMOU59ACAC085B492,Appliances,450.7
APPMOU59ACAC0C1784D,Appliances,300.8
APPMOU59ACAC0FE471C,Appliances,319.7
APPMOU59ACAC1E1632C,Appliances,365.2
APPMOU59ACAC36592FA,Appliances,569.7
APPMOU59ACB262959F6,Appliances,1422.9
APPMOU59ACB266D440F,Appliances,1090.0
APPMOU59ACB26B1C948,Appliances,522.5
APPMOU59ACB26F1B19A,Appliances,812.4
APPMOU59ACB27FE60E6,Appliances,1003.2
APPMOU59ACB2843C58D,Appliances,568.5
APPMOU59ACB2A2B5851,Appliances,622.4
APPMOU59ACB2A6B7CD4,Appliances,1170.2
APPMOU59AD7EB0175FD,Appliances,350.0
APPMOU59AD7EB305A20,Appliances,406.0
APPMOU59AD7EB5F3118,Appliances,490.0
APPMOU59AD7EB8E5165,Appliances,350.0
APPMOU59AD7EBEF2B43,Appliances,560.0
APPMOU59AD7EC4E6631,Appliances,490.0
APPMOU59BB9FF17E6B4,Appliances,420.0
APPMOU59BD0421E3C44,Appliances,472.4
APPMOU59BD04F2F3949,Appliances,483.5
APPMOU59FACB80851C4,Appliances,950.0
APPMOU59FACB8428628,Appliances,700.0
APPMOU59FACB84C3EED,Appliances,500.0
APPMOU59FADA478A62C,Appliances,659.5
APPMOU59FADA64CE7DA,Appliances,314.0
APPMOU59FADA6A0D1FE,Appliances,649.9
APPMOU59FADA6B8C23D,Appliances,438.5
APPMOU59FADA7A184EC,Appliances,603.9
APPMOU59FADA85385C7,Appliances,559.0
APPMOU59FADA8782E39,Appliances,759.5
APPMOU59FADAA6B31A3,Appliances,286.0
APPMOU59FADAB90BD38,Appliances,357.5
APPMOU5A8AA4B752CD5,Appliances,336.0
APPMOU5A8AA4B898646,Appliances,311.0
APPMOU5A8AA4D842FDD,Appliances,1452.0
APPMOV5ACD44854069D,Appliances,80.0
APPMOV5ACD458F81AC5,Appliances,125.0
APPMOV5AFF3822A206F,Appliances,33.3
APPMUL5A2F8C0D9E891,Appliances,2600.0
APPMUL5A2FC8727236A,Appliances,7110.0
APPMUL5A321F65B5592,Appliances,6979.1
APPMUL5A32246ED4C9E,Appliances,1512.0
APPMUL5A32246F7775D,Appliances,2085.0
APPMUL5A32247005A7C,Appliances,2603.0
APPMUL5A32247122AD9,Appliances,1535.0
APPMUL5A32530B29B5F,Appliances,8499.9
APPMYC5A0C5718BDF09,Appliances,108.7
APPNAD59E0AAE76F618,Appliances,265.0
APPNAD59E0AB0D8581F,Appliances,59.9
APPNAD59E0ACA980B4D,Appliances,51.0
APPNAD59E0ACE144B41,Appliances,42.8
APPNAD59E0ACE780C36,Appliances,189.7
APPNAD59E0ACF0E1C5A,Appliances,115.0
APPNAD59E0ADA0D8C87,Appliances,59.9
APPNAD59E0ADA3F087F,Appliances,65.0
APPNAD59E0ADA718BC4,Appliances,55.9
APPNAD59E0ADAD426AE,Appliances,89.9
APPNAD59E0ADECED294,Appliances,47.0
APPNAS59AC49A62197F,Appliances,994.7
APPNAS59BA8E28423FD,Appliances,210.0
APPNAS59BD0217471BD,Appliances,786.3
APPNAS59BD02205DC8A,Appliances,159.6
APPNAS59BD0878531B6,Appliances,599.9
APPNAS5A0BDFDF7EB1A,Appliances,155.9
APPNAS5A0BDFE007AD9,Appliances,223.4
APPNAS5A0C15FF52331,Appliances,593.5
APPNAS5A2A3714B8419,Appliances,228.7
APPNAS5A8FFCB3314A5,Appliances,1090.0
APPNAS5A8FFD81C0C9F,Appliances,999.9
APPNAS5A8FFD9A9C385,Appliances,885.0
APPNAS5AAAAE7C1C0DC,Appliances,1260.0
APPNAS5AAAAFA2DB952,Appliances,1549.9
APPNAS5ACE096F660AD,Appliances,565.0
APPNAS5ADB8DA5A552B,Appliances,1124.9
APPNAS5AE5F2907F25A,Appliances,1081.5
APPNAS5AE6BA365E696,Appliances,264.9
APPNAS5AE99F60C95BE,Appliances,1138.3
APPNAS5AE99FFF064F4,Appliances,1138.2
APPNAS5B0666DDB9CBC,Appliances,1129.9
APPNAT59AC8ADF3C22C,Appliances,304.6
APPNAT59E0BB801F8F8,Appliances,79.9
APPNAT59E0BB8312E74,Appliances,87.0
APPNAT59E0BBA2681FA,Appliances,303.4
APPNAT59EEC95C654D9,Appliances,255.6
APPNAT59EECA05893D8,Appliances,449.4
APPNAT59EECA1E9FF59,Appliances,87.0
APPNAT59F6C736DB370,Appliances,86.8
APPNAT59FADF9B68723,Appliances,96.2
APPNAT5A018FEDA562F,Appliances,69.9
APPNAT5A0A01860CE92,Appliances,87.5
APPNAT5A0C571925201,Appliances,75.0
APPNAT5A0C6FF482FB1,Appliances,76.1
APPNAT5A322FE2BD0BC,Appliances,150.0
APPNAT5A32718C4EA75,Appliances,146.1
APPNAT5A3B4C7786D99,Appliances,146.1
APPNAT5A41FD4FAC5D2,Appliances,1117.0
APPNAT5A44E43BE7E92,Appliances,149.9
APPNAT5A58506A1ED1C,Appliances,425.0
APPNAT5A5850759B275,Appliances,399.9
APPNAT5A58508AB1F06,Appliances,179.9
APPNAT5A5850BEF38A4,Appliances,360.0
APPNAT5A58538564FD7,Appliances,125.0
APPNAT5A5853883AB31,Appliances,99.8
APPNAT5A58538CEDCCC,Appliances,99.9
APPNAT5A58539060436,Appliances,145.0
APPNAT5A7019773273F,Appliances,119.9
APPNAT5A705631E6AEC,Appliances,337.1
APPNAT5A7EEBD484389,Appliances,73.8
APPNAT5A8144BFDA10A,Appliances,297.7
APPNAT5A8FFD6438EE4,Appliances,650.0
APPNAT5A8FFD664AB8E,Appliances,834.4
APPNAT5A8FFD682DEB8,Appliances,894.4
APPNAT5A900E7DC5D49,Appliances,227.4
APPNAT5A9D0811E5ACF,Appliances,229.9
APPNAT5B16489A95E56,Appliances,45.0
APPNES59AC6EBB231F0,Appliances,1500.0
APPNET59E7A8CCDE9A5,Appliances,59.9
APPNET59E7A8D019DC3,Appliances,59.8
APPNEW5A900E7ED2764,Appliances,179.0
APPNIK59AD6E4E89656,Appliances,201.8
APPNIK59AD6ED18D7D3,Appliances,178.4
APPNIK59DB85E6C074D,Appliances,270.0
APPNOB5A0C571ABEB26,Appliances,159.6
APPNOV59FADF8545074,Appliances,80.1
APPNOV59FADF8679FBB,Appliances,80.1
APPNOV5A0161BEBA453,Appliances,80.1
APPONL5AFE8747C7096,Appliances,19.9
APPORI59ACA7C3E0FF9,Appliances,2544.0
APPORI59ACA7C76E6F1,Appliances,2676.0
APPORI59ACA7CAE35B6,Appliances,1129.9
APPORI59ACA7D1F1C09,Appliances,980.0
APPORI59ACA7D593096,Appliances,1255.5
APPORI59AD9BC78D9A2,Appliances,2937.5
APPORI59AD9BCD88855,Appliances,3006.5
APPORI59AD9BDCD0CA3,Appliances,2594.0
APPORI59AD9C26CD742,Appliances,3208.5
APPORI59AD9C35D0A8C,Appliances,744.5
APPORI59AD9C5752266,Appliances,3573.0
APPORI59AD9C5B05B71,Appliances,3489.5
APPORI59AD9C610E010,Appliances,3833.3
APPORI59AD9C6419633,Appliances,3020.8
APPORI59CA06C07FBD4,Appliances,2899.9
APPORI59CA07024EA68,Appliances,2629.9
APPORI59D49C100A4F1,Appliances,355.0
APPORI59D49C1915F58,Appliances,949.9
APPORI59D49C226CD3B,Appliances,1519.9
APPORI59D49C322A265,Appliances,358.0
APPORI59D49C382E902,Appliances,395.0
APPORI59D49C654B08A,Appliances,395.0
APPORI59D49C685947A,Appliances,349.9
APPORI59D49C6E937AB,Appliances,384.0
APPORI59D49C749E0C9,Appliances,359.9
APPORI59D49C7AC63E8,Appliances,390.0
APPORI59D49C873687D,Appliances,400.0
APPORI59D49C8D26FDA,Appliances,279.0
APPORI59D49C901EFA4,Appliances,410.0
APPORI59D49C930B91D,Appliances,359.9
APPORI59D49C9BCCB43,Appliances,360.0
APPORI59D49CA1A1C91,Appliances,420.0
APPORI59D49CA48569D,Appliances,359.9
APPORI59D49CA794435,Appliances,359.9
APPORI59D49CAA94A8A,Appliances,373.5
APPORI59D49CE63FA95,Appliances,989.5
APPORI59D49CEFCA785,Appliances,523.5
APPORI59D49D053D758,Appliances,588.0
APPORI59D49D1468530,Appliances,285.0
APPORI59D49D1768987,Appliances,350.0
APPORI59D49D23BE631,Appliances,435.0
APPORI59D49D26B9B22,Appliances,435.0
APPORI59D49D2CBFF6A,Appliances,325.0
APPORI59D49D2FA9236,Appliances,321.0
APPORI59D49D38951EE,Appliances,1399.0
APPORI59D49D3ED3776,Appliances,415.0
APPORI59D49D421789C,Appliances,224.5
APPORI59D5ED8E9E7ED,Appliances,1400.0
APPORI59D5EDB269510,Appliances,6199.9
APPORI59D5EDDE88BD8,Appliances,6300.0
APPORI59D899F4557CA,Appliances,3690.0
APPORI59D89A21BD500,Appliances,3229.2
APPORI59D89A7CB2212,Appliances,2949.9
APPORI59D89A7FC6443,Appliances,3052.0
APPORI59D89A86031F8,Appliances,3645.8
APPORI59DDD8EA21C52,Appliances,399.9
APPORI59DDD8ED96D88,Appliances,319.9
APPORI59DDD8F104946,Appliances,329.9
APPORI59DDD8F445195,Appliances,549.9
APPORI59DDD9175D136,Appliances,1099.9
APPORI59DDDAB3C8BAD,Appliances,354.9
APPORI59DDDAB79889D,Appliances,296.0
APPORI59DDDABB36D72,Appliances,344.9
APPORI59DDDABEA7605,Appliances,370.0
APPORI59DE07F8A408A,Appliances,506.5
APPORI59DF1C929C09B,Appliances,2529.9
APPORI59E0BB892027F,Appliances,2979.0
APPORI59E0BB9359B12,Appliances,3229.2
APPORI59E0BB9677C32,Appliances,2937.5
APPORI59E82C64C41E7,Appliances,1287.5
APPORI59E82C77A6632,Appliances,1239.5
APPORI59EEE8425A774,Appliances,6200.0
APPORI59F1ED845334A,Appliances,3020.8
APPORI59F1ED8D426CC,Appliances,1926.9
APPORI59F1EDA4CC444,Appliances,3229.2
APPORI59FADABC666DB,Appliances,1239.5
APPORI59FADAC4733A8,Appliances,1287.5
APPORI5A001C41DAB5D,Appliances,1249.5
APPORI5A00406DF0B76,Appliances,3041.7
APPORI5A004077B499B,Appliances,3453.1
APPORI5A0040781B6AD,Appliances,2215.0
APPORI5A00407873A58,Appliances,3177.1
APPORI5A0152E0C5644,Appliances,1191.5
APPORI5A01929D28E97,Appliances,940.0
APPORI5A01929E906B1,Appliances,576.5
APPORI5A01929EE46F7,Appliances,783.0
APPORI5A0192A093209,Appliances,895.0
APPORI5A0192A1307DB,Appliances,1480.0
APPORI5A0192A1C9672,Appliances,1667.5
APPORI5A0192A227F82,Appliances,1550.0
APPORI5A0192C93F7BF,Appliances,660.0
APPORI5A02CA2932F68,Appliances,5689.9
APPORI5A02E0BB42A90,Appliances,210.5
APPORI5A02E0BC01B32,Appliances,366.5
APPORI5A02E0BCCF7EF,Appliances,196.5
APPORI5A02E0BD301B7,Appliances,250.0
APPORI5A02E0BDA3C04,Appliances,177.5
APPORI5A02E10B0C65A,Appliances,609.5
APPORI5A02E10B6581D,Appliances,588.5
APPORI5A02E10BBE3EB,Appliances,615.0
APPORI5A02E10C40F50,Appliances,701.5
APPORI5A02E10CA715E,Appliances,520.5
APPORI5A02E10D08496,Appliances,859.0
APPORI5A02E10E1D2B3,Appliances,698.0
APPORI5A05B1D9B3D7A,Appliances,5578.9
APPORI5A05B1DAD0085,Appliances,4157.9
APPORI5A05B1DB80969,Appliances,5421.1
APPORI5A05B22F3720C,Appliances,2552.1
APPORI5A05B23002B70,Appliances,3284.0
APPORI5A05B230A7CD2,Appliances,1117.0
APPORI5A05B232641E7,Appliances,2552.1
APPORI5A05B232CB946,Appliances,2895.8
APPORI5A05B2332C7EC,Appliances,3229.2
APPORI5A05B233D161A,Appliances,1095.7
APPORI5A0953C527ED0,Appliances,3896.0
APPORI5A0953C66E2D2,Appliances,1404.3
APPORI5A0953C6BC6AF,Appliances,1383.0
APPORI5A0C06D6D09AB,Appliances,441.0
APPORI5A0C06DB610C5,Appliances,397.5
APPORI5A0C06DBDBFD8,Appliances,435.0
APPORI5A2A3BA20C5D1,Appliances,1347.5
APPORI5A2A3BA3CB0F4,Appliances,677.5
APPORI5A2A3BA57D20F,Appliances,627.5
APPORI5A3A4719687A0,Appliances,1202.0
APPORI5A433F2870FC6,Appliances,2625.0
APPORI5A433F2A0F3F7,Appliances,2896.0
APPORI5A4F433CA1FF5,Appliances,4631.6
APPORI5A4F437567B1E,Appliances,1116.5
APPORI5A54A36FBE6A6,Appliances,1191.5
APPORI5A57156995200,Appliances,3526.3
APPORI5A5715E296F33,Appliances,3750.0
APPORI5A617EE6AC856,Appliances,4539.9
APPORI5A617EE7362C1,Appliances,3339.9
APPORI5A6EBA9B6A364,Appliances,1399.0
APPORI5A7C4C4727656,Appliances,2567.5
APPORI5A7DCBC4AB2FC,Appliances,3208.3
APPORI5A7DCFB7EB8BC,Appliances,4526.3
APPORI5A81615E95774,Appliances,1399.9
APPORI5A819D54C879F,Appliances,3474.0
APPORI5A8D779F906CA,Appliances,2647.5
APPORI5A900FC729004,Appliances,4699.9
APPORI5A917ECAAB6F9,Appliances,3765.6
APPORI5A93A5CCF07D1,Appliances,3218.0
APPORI5A9ACD01CB926,Appliances,3729.0
APPORI5A9AD1D9801D6,Appliances,3843.9
APPORI5AABC0420644F,Appliances,5850.0
APPORI5AAD00E06A87F,Appliances,6000.0
APPORI5AAD02645687D,Appliances,5260.5
APPORI5AAFAEF8C18E1,Appliances,1117.0
APPORI5AAFBFE9B2FAC,Appliances,2802.1
APPORI5AAFC1FF83670,Appliances,3281.3
APPORI5AC4CB132FACC,Appliances,1159.0
APPORI5ACC6C6C69B73,Appliances,4947.5
APPORI5ADDEAF3A186B,Appliances,2031.5
APPORI5ADEF2D2E1B64,Appliances,499.9
APPORI5ADEF46317654,Appliances,368.5
APPORI5ADEF751C98D1,Appliances,250.0
APPORI5AE43B8DC1938,Appliances,4973.6
APPORI5AE442739C3CB,Appliances,5999.9
APPORI5AE443AC8436E,Appliances,5399.9
APPORI5AE98573655FB,Appliances,6104.9
APPORI5AEAA82961390,Appliances,1107.7
APPORI5AFC85E83B317,Appliances,1349.9
APPORI5B156213BBAF9,Appliances,5000.0
APPORI5B20D2951F05F,Appliances,3271.8
APPORI5B557C5C0D176,Appliances,6316.0
APPORI5B6AC2899E221,Appliances,5842.1
APPOSA5AC7606FEC028,Appliances,258.8
APPOSA5AC76107400F4,Appliances,309.0
APPOSA5ACDC3029F2C4,Appliances,2.8
APPOSA5ACDC53EC1C63,Appliances,5.7
APPOSA5ACDC6089F37A,Appliances,7.5
APPOSA5ACDC7A84B743,Appliances,7.3
APPOSA5ACDC96F906AA,Appliances,7.3
APPOSA5ACDCA09A42C5,Appliances,7.3
APPOSA5ACDCAC3EC6F4,Appliances,3.1
APPOSA5ACDCB6C15A68,Appliances,3.1
APPOSA5ACE0AFE19B60,Appliances,24.9
